Original_Intent__c,Ext_Id__c,Utterance__c
atis_flight,a0BB0000002Yk67MAC,does this flight serve dinner
atis_flight,a0BB0000002Yk68MAC,i need a flight from charlotte to miami
atis_flight,a0BB0000002Yk69MAC,i need a nonstop flight from miami to toronto
atis_flight,a0BB0000002Yk6AMAS,i need a nonstop flight from toronto to st. louis
atis_flight,a0BB0000002Yk6BMAS,i need a flight from toronto to st. louis
atis_flight,a0BB0000002Yk6CMAS,i need a flight from st. louis to charlotte
atis_flight,a0BB0000002Yk6DMAS,i need a flight on united airlines from la guardia to san jose
atis_flight,a0BB0000002YkABMA0,i need a flight from new york to los angeles on saturday evening on us air
atis_flight,a0BB0000002YkACMA0,i'd like a red eye flight from new york to los angeles on saturday evening on us air
atis_flight,a0BB0000002YkAAMA0,i need a flight on friday afternoon in june from new york to cleveland
atis_flight,a0BB0000002YkADMA0,i'd like a flight from new york to los angeles on saturday morning on us air
atis_flight,a0BB0000002YkAEMA0,i need a flight from san francisco to milwaukee on monday morning
atis_abbreviation,a0BB0000002YkAFMA0,what does ua mean
atis_flight,a0BB0000002YkAGMA0,i need a flight from milwaukee to washington dc on monday night
atis_flight,a0BB0000002YkAHMA0,how about flights from milwaukee to washington dc on tuesday mornings
atis_ground_service,a0BB0000002YkAIMA0,i'll need to rent a car in washington dc
atis_flight,a0BB0000002YkAJMA0,can i get a flight on tuesday night from washington dc to oakland
atis_flight,a0BB0000002YkAKMA0,how about from dc to oakland on wednesday morning
atis_airfare,a0BB0000002YkALMA0,how much does it cost to fly on twa from columbus to milwaukee
atis_abbreviation,a0BB0000002YkAMMA0,what does q mean
atis_airfare,a0BB0000002YkANMA0,how much does it cost to fly from columbus to st. louis round trip on twa
atis_flight,a0BB0000002YkAOMA0,what's the cheapest flight from columbus to st. louis round trip on twa
atis_flight,a0BB0000002YkAPMA0,what's the cheapest round trip flight on twa from columbus to st. paul
atis_flight,a0BB0000002YkAQMA0,i want to fly from milwaukee to los angeles
atis_flight,a0BB0000002YkARMA0,can i get the shortest flight from milwaukee to orlando
atis_flight,a0BB0000002YkASMA0,what is the shortest flight from milwaukee to long beach
atis_abbreviation,a0BB0000002YkATMA0,what does m mean
atis_abbreviation,a0BB0000002YkAUMA0,what does ap 57 mean
atis_flight,a0BB0000002YkAVMA0,what is the shortest flight from milwaukee to st. petersburg
atis_flight,a0BB0000002YkAWMA0,what is the shortest flight from milwaukee to long beach
atis_flight,a0BB0000002YkAXMA0,what is the shortest flight from milwaukee to san diego
atis_abbreviation,a0BB0000002YkAYMA0,what does ap 20 mean
atis_flight,a0BB0000002YkAZMA0,can i get a flight today from san francisco to detroit michigan
atis_flight,a0BB0000002YkAaMAK,what's the cheapest flight from san francisco to detroit today
atis_flight,a0BB0000002YkAbMAK,i want to fly from san francisco to milwaukee and from milwaukee to denver
atis_flight,a0BB0000002YkAcMAK,what's the cheapest flight from san francisco to milwaukee
atis_ground_service,a0BB0000002YkAdMAK,i need to rent a car in milwaukee
atis_flight,a0BB0000002YkAeMAK,what's the cheapest flight tomorrow from milwaukee to denver
atis_ground_service,a0BB0000002YkAfMAK,what ground transportation is available at denver
atis_flight,a0BB0000002YkAgMAK,what's the cheapest flight from san francisco to denver
atis_flight,a0BB0000002YkAhMAK,what flights leave from cleveland and go to dallas
atis_flight,a0BB0000002YkAiMAK,show me all nonstop flights from st. petersburg to charlotte
atis_airline,a0BB0000002YkAjMAK,what airline is us
atis_flight,a0BB0000002YkAkMAK,show me flights between toronto and san diego
atis_abbreviation,a0BB0000002YkAlMAK,what is phl
atis_flight,a0BB0000002YkH3MAK,list all alaska airlines flights
atis_ground_service,a0BB0000002YkGsMAK,please list ground transportation from ewr into new york city
atis_flight,a0BB0000002YkGtMAK,show me the morning flights from memphis to new york city
atis_flight,a0BB0000002YkGuMAK,give me the flights from new york city to nashville leaving after 5 pm on wednesday
atis_flight,a0BB0000002YkH4MAK,list all flights departing from seattle
atis_ground_service,a0BB0000002YkGvMAK,tell me about the ground transportation from nashville airport
atis_flight,a0BB0000002YkGwMAK,what are the nonstop flights from cincinnati to charlotte leaving after noon and arriving before 7 pm
atis_flight,a0BB0000002YkGxMAK,how many flights does alaska airlines have to burbank
atis_flight,a0BB0000002YkGyMAK,list the alaska airline flights from burbank to anywhere
atis_flight,a0BB0000002YkGzMAK,list the alaska airline flights from burbank
atis_airline,a0BB0000002YkH0MAK,which airline is as
atis_flight,a0BB0000002YkH1MAK,list the alaska airlines flights arriving in burbank
atis_flight,a0BB0000002YkH2MAK,list the alaska airlines flights a departing from burbank
atis_flight,a0BB0000002YkH5MAK,list the flights from indianapolis to memphis that leave before noon
atis_flight,a0BB0000002YkH8MAK,i would like a morning flight from charlotte to newark
atis_flight,a0BB0000002YkH9MAK,i'd like a morning flight from newark to los angeles
atis_flight,a0BB0000002YkHAMA0,i'd like an evening flight from newark to los angeles
atis_flight,a0BB0000002YkHBMA0,i would like a flight that leaves on sunday from montreal quebec to san diego california
atis_flight,a0BB0000002YkHCMA0,i would like a flight on tuesday which leaves from san diego to indianapolis indiana and that leaves in the afternoon
atis_flight,a0BB0000002YkHDMA0,i would like to leave thursday morning from indianapolis to toronto
atis_flight,a0BB0000002YkHEMA0,i would like a flight on friday morning from toronto to montreal
atis_flight,a0BB0000002YkHFMA0,i would like a flight from cincinnati to burbank on american
atis_aircraft,a0BB0000002YkHGMA0,what type of aircraft is used for the american flight leaving at 419 pm
atis_flight,a0BB0000002YkHHMA0,i need a flight leaving kansas city to chicago leaving next wednesday and returning the following day
atis_flight,a0BB0000002YkHIMA0,what flights go from long beach to st. louis
atis_flight,a0BB0000002Yk6EMAS,i need a flight from tampa to milwaukee
atis_flight,a0BB0000002Yk6FMAS,i need a flight from milwaukee to seattle
atis_flight,a0BB0000002Yk6GMAS,i need a flight from memphis to las vegas
atis_flight,a0BB0000002Yk6HMAS,i need a flight from las vegas to ontario
atis_flight,a0BB0000002Yk6IMAS,i need a flight from ontario to memphis
atis_flight,a0BB0000002Yk6JMAS,which flights go from milwaukee to tampa and stop in nashville
atis_flight,a0BB0000002Yk6KMAS,which flights leave newark after noon next saturday and arrive in los angeles
atis_flight,a0BB0000002Yk6LMAS,which flights leave detroit and arrive at st. petersburg around 9 am
atis_flight,a0BB0000002Yk6MMAS,which flights on northwest airline leave detroit and arrive at st. petersburg
atis_flight,a0BB0000002Yk6NMAS,which flights leave chicago next tuesday and arrive in detroit around 6 pm
atis_flight,a0BB0000002YkD5MAK,i need flight information from milwaukee to tampa
atis_ground_service,a0BB0000002YkD6MAK,i need to rent a car at tampa
atis_flight,a0BB0000002YkD7MAK,i need a daily flight from st. louis to milwaukee
atis_flight,a0BB0000002YkD8MAK,i need flights departing from oakland and arriving salt lake city
atis_flight,a0BB0000002YkD9MAK,i need information on flights from toronto to san diego
atis_flight,a0BB0000002YkDAMA0,i need information on flights from toronto to san diego
atis_flight,a0BB0000002YkDBMA0,i want a flight from toronto to san diego
atis_flight,a0BB0000002YkDCMA0,i need information on flights between st. petersburg and charlotte
atis_flight,a0BB0000002YkDDMA0,which flights go from new york to miami and back
atis_abbreviation,a0BB0000002YkDEMA0,what does fare code qo mean
atis_flight,a0BB0000002YkDFMA0,show me flights from milwaukee to orlando one way
atis_abbreviation,a0BB0000002YkDGMA0,what the abbreviation us stand for
atis_airfare,a0BB0000002YkDHMA0,i'd like a one way ticket from milwaukee to orlando either wednesday evening or thursday morning
atis_flight,a0BB0000002YkDIMA0,show me flights from milwaukee to orlando
atis_abbreviation,a0BB0000002YkDJMA0,what does fare code f mean
atis_abbreviation,a0BB0000002YkDKMA0,what does fare code h mean
atis_abbreviation,a0BB0000002YkDLMA0,what does fare code y mean
atis_abbreviation,a0BB0000002YkDMMA0,what are restrictions ap 57
atis_flight,a0BB0000002YkDNMA0,please show me first class flights from indianapolis to memphis one way leaving before 10 am
atis_flight,a0BB0000002YkDOMA0,now show me all round trip flights from burbank to seattle that arrive before 7 pm in seattle
atis_flight,a0BB0000002YkDPMA0,round trip flights from orlando to montreal please
atis_airline,a0BB0000002YkDQMA0,what airline is dl
atis_flight,a0BB0000002YkDRMA0,show me all delta airlines flights from montreal to orlando
atis_flight,a0BB0000002YkDSMA0,show me all flights from orlando to montreal please
atis_airline,a0BB0000002YkDTMA0,which airline is kw
atis_flight,a0BB0000002YkDUMA0,please list all flights from new york to miami any any type of class
atis_abbreviation,a0BB0000002YkDVMA0,what does fare code bh mean
atis_flight,a0BB0000002YkDWMA0,show me a return flight from miami to jfk please
atis_abbreviation,a0BB0000002YkDXMA0,what does fare code bh mean
atis_abbreviation,a0BB0000002YkDYMA0,what does fare code bh mean
atis_abbreviation,a0BB0000002YkDZMA0,what does fare code bh mean
atis_abbreviation,a0BB0000002YkDaMAK,what does fare code bh mean
atis_flight,a0BB0000002YkDbMAK,show me one way flights from milwaukee to orlando after 6 pm on wednesday
atis_flight,a0BB0000002YkDcMAK,show me the flights from indianapolis to memphis
atis_flight,a0BB0000002YkDdMAK,show me round trip flights from burbank to seattle
atis_flight,a0BB0000002YkDeMAK,show me round trip flights from orlando to montreal
atis_flight,a0BB0000002YkDfMAK,show me nonstop flights from montreal to orlando
atis_flight,a0BB0000002YkDgMAK,show me round trips between montreal and orlando
atis_flight,a0BB0000002YkDhMAK,show me round trip flights from montreal to orlando
